1362.37860367 -12.736678666 267.378597117 146.354765837 
-52.2513639473 -11.7925689212 -132.832562456 92.2467525104 
331.991588407 151.301835723 246.880362329 -177.908095377 
87.5458400667 165.091666451 117.668097714 -148.976955179 
166.583841639 84.3993393439 -51.510316672 37.9584381159 
-354.902444051 -257.143444723 -88.2065666993 105.990543425 
620.891486708 267.126234339 0.822222113182 20.9300494812 
159.929211501 112.991012678 -276.015123715 190.406243748 
-114.819541287 159.605452378 228.288228219 -279.914417773 
-1566.2135089 190.988303486 -263.497727337 -289.279962126 
-480.442797855 125.715343889 -74.3034249294 -127.166289155 
534.572734352 -135.185342023 -51.7811543589 240.148365643 
1278.15262938 227.375199313 -71.5240712804 259.712403055 
-98.3541803004 41.4936360323 278.375298598 -253.919494774 
642.741002672 63.3836402622 220.417326943 -36.1534857891 
2210.05617375 162.570092472 254.163132922 280.601279246 
-461.484929962 26.2676654463 -57.0033146829 -85.9446992894 
1653.8663875 -89.1243958086 230.837063023 285.104018988 
-723.606404511 60.001113862 79.7438627792 -270.62011832 
-185.965749611 -43.2503029131 -251.653332146 164.005486745 
-1090.60620413 -55.8318414395 66.630267093 -294.828667232 
167.378402416 -51.3307404762 -49.3047721617 104.31392395 
233.914944217 -270.876798455 14.2467330943 183.275577593 
-1817.73803023 -94.084974648 -172.364992032 -277.879695751 
1037.37721355 135.262479779 -78.699699156 250.710336557 
210.531687749 -297.582550585 155.085564081 84.975855331 
-306.734243389 83.022078996 161.070352904 -238.868821715 
-1134.20857897 53.7060138391 -137.015754544 -207.774887799 
-1193.75320176 -276.886799264 -254.088238615 30.5065602223 
967.917640369 -46.7312080592 101.183794746 189.375689412 
249.002243507 108.834498728 189.648902477 -134.539949219 
519.418121515 -129.501867339 48.5217417724 158.242154681 
-536.855988611 221.350135374 5.56850844887 -249.231783483 
143.145344619 1.49325500222 -54.3381050259 75.7307068623 
1160.96816308 297.080594405 180.151015181 6.68656164321 
851.931507808 195.841703898 -116.542906776 202.467541107 
-409.665513607 270.581315252 -189.361716972 -95.55031704 
-1713.73982519 -254.737784773 -278.202811098 -92.1751020919 
-312.174008765 36.0903650725 46.8034933787 -130.964780879 
-458.742189114 161.533764139 -210.150525887 -38.0425298202 
-1521.94322917 -299.007230125 -42.4172422991 -199.221028089 
-337.936108422 -54.7691336897 -235.983479626 120.097364607 
-172.741804425 -24.1817269542 256.58887689 -223.440942595 
-554.282678024 -84.1191803119 -296.172257305 125.744115331 
-459.173333686 -97.3609461133 20.4091235309 -81.3644138217 
-493.23998838 159.571720918 -168.006667124 -77.1982260585 
1323.83184025 10.9416280672 90.8612032554 257.277505765 
-695.164658138 -77.774254948 71.3063066269 -188.588835937 
347.788037092 194.048162741 -211.405334091 148.253171674 
38.2880502193 -290.410622301 161.966302547 33.1630830315 
