-139.331228944 54.3727947117 -193.312367273 82.9650708629 
-758.896446239 -121.049658053 109.232826814 -211.123902644 
-390.578472758 -136.17321603 131.38520147 -128.096911277 
-542.476846594 274.186200492 17.0215032293 -285.478439316 
6.60767825303 -157.809982928 208.367196043 -75.7184860049 
415.414356659 -182.141388722 -36.2296814382 222.096544604 
257.646593109 252.405148386 -280.694086697 148.729639107 
1129.99757948 139.789501872 82.9567398268 150.387089064 
679.010873348 138.720327975 -112.53870984 184.796586729 
1473.45452935 143.242105328 269.913139142 94.3077253173 
-964.011148168 30.4098065749 -192.117039779 -112.119910495 
-383.15277215 -163.591936052 29.5911851975 -36.1856139098 
-996.504354071 -252.334443155 36.6776206556 -150.467082432 
1338.78767994 13.0859313715 81.3780766792 267.12039679 
-751.968327006 -119.898144814 -237.827345628 50.3274998763 
277.499100173 -274.866535135 218.95274239 42.5934858183 
-86.6609511573 -277.164222566 -191.280417693 260.377186763 
-344.460789797 271.394592684 47.2990367572 -257.286771359 
-1674.09055648 49.6916546301 -253.563778512 -253.19563255 
479.428111818 23.5643482547 -234.590336799 284.017606426 
-1408.62361869 -179.45960313 48.9945168613 -299.171990753 
-917.488929287 -218.829660507 -235.682394364 56.804393705 
449.335383543 -194.08581129 299.998954143 -15.6224640763 
-512.571515059 -25.8002792656 -239.134174813 64.1078919776 
110.401817518 170.609475546 -138.878687045 46.4547318906 
-1107.25041489 -134.402360736 -198.035568815 -61.0847467442 
164.229561376 -264.969876132 63.2318875829 126.118412723 
-155.538027688 -145.496912491 -197.922793089 182.306044141 
902.972349715 106.521381197 257.731231509 -20.8160268012 
-193.021191026 -37.6512298731 -193.325722751 115.564609244 
247.717947201 -68.768642196 251.065302094 -91.985168672 
1036.74441505 -177.564295667 294.514303992 127.082523601 
-176.267568059 -3.33258956126 75.6883627481 -99.1668692952 
-384.932001789 -37.0203080789 55.4407041689 -119.303374535 
-388.445211354 -167.108402975 19.1672096804 -27.9325086113 
547.360613456 89.7462224226 -97.6438311683 165.199915529 
807.716320683 -83.2816937721 -26.4203126955 263.385161578 
-838.127808325 -229.270533361 -50.557392447 -56.9786410655 
1141.1005769 -40.4987895154 167.852453785 179.635198643 
264.034668288 -81.6124323107 60.7458700055 61.2554807231 
-42.7717612258 199.573256389 243.09069051 -292.797586384 
-1755.67763042 -261.61371213 -106.548390206 -228.201258886 
-225.521700126 297.234081079 -166.257761273 -80.3041446164 
-460.949061845 181.438766392 -252.661812252 -16.4602894686 
-377.146983048 -4.58022490345 -167.9052614 33.9323127396 
-1097.59036393 34.5781492385 -245.406265416 -107.631966541 
663.672933262 87.6255083001 24.6421443356 103.623870914 
1027.92846916 215.014949684 -136.587077969 251.914950923 
111.00336103 2.02749074657 -170.204685684 154.390609147 
826.316200852 -184.912674451 150.048381843 186.499101056 
-384.207617134 -39.2159345233 -204.438734658 76.8851139718 
-567.242168692 77.4473300257 -82.8837803263 -118.371371941 
-417.798500822 104.454679581 -120.201279999 -66.526004997 
905.411545529 270.239362454 135.304085576 -10.2448590271 
-927.161345722 -223.548547187 122.30700891 -211.746319519 
258.165055619 107.203784842 60.0487998992 -34.0972284405 
-1241.01495835 -142.267889946 -97.137016009 -166.267032608 
889.380035668 -84.3162191704 127.979962933 168.518146303 
156.939828691 -18.2870333024 -149.907723089 160.80926614 
1414.48431971 293.235476573 37.4602299715 178.908169163 
161.901583911 129.078701377 213.059613593 -183.858664905 
-0.37808257414 212.711484472 72.5493070665 -160.86224318 
431.981720582 -265.311229319 242.337456836 58.8979521782 
-1405.13697669 -257.964430169 -273.334216468 -17.3013667375 
-1491.99654108 118.801601811 -179.427109465 -297.829604077 
1022.51163304 220.188953726 -69.3421706145 197.540059358 
-1292.94374579 -266.537342323 -225.116554774 -21.1298492057 
-923.976766271 -170.226615385 59.7417454624 -190.687192972 
